PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GeoRefNo,Prop_Addr,Latitude,Longitude
527452310,900,123000,85,RL,68,7838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,769,Unf,0,95,864,GasA,TA,Y,SBrkr,900,0,0,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1967,RFn,1,288,TA,TA,Y,175,144,0,0,0,0,,MnWw,,0,12,2006,WD ,Normal,527452310,1413 JOHNSON ST,42.04895463,-93.62924181
909250200,1510,149000,70,RL,69,4899,Pave,,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,BLQ,305,Unf,0,450,755,GasA,Ex,Y,SBrkr,755,755,0,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920,Unf,1,216,TA,TA,Y,0,0,164,0,0,0,,,,0,6,2006,WD ,Normal,909250200,428 STANTON AVE,42.01875678,-93.64838682
905101300,1832,136000,90,RL,72,10773,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72,Fa,Fa,CBlock,TA,TA,No,ALQ,704,Unf,0,1128,1832,GasA,TA,N,SBrkr,1832,0,0,2,0,2,0,4,2,TA,8,Typ,0,,,,,0,0,,,Y,0,58,0,0,0,0,,,,0,5,2010,WD ,Normal,905101300,3901 QUEBEC ST 3903,42.0333926,-93.67123835
902329080,1288,119000,70,RM,60,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Ex,Y,SBrkr,664,624,0,1,0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917,Unf,1,280,TA,TA,N,0,103,0,0,0,0,,,,0,5,2009,WD ,Normal,902329080,219 7TH ST,42.0280446,-93.61253633
903225140,1210,124000,50,RM,50,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,600,Unf,0,72,672,GasA,Ex,Y,SBrkr,832,378,0,0,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1941,Unf,1,240,TA,TA,P,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,903225140,1222 NORTHWESTERN AVE,42.03363724,-93.6255561
533215080,1709,328900,120,FV,50,5119,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,Ex,Y,SBrkr,1709,0,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,,,,0,1,2008,CWD,Abnorml,533215080,2415 BRADFORD DR,42.04629152,-93.6470681
534452060,1077,118000,190,RL,50,7420,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,851,Unf,0,140,991,GasA,Ex,Y,SBrkr,1077,0,0,1,0,1,0,2,2,TA,5,Typ,2,TA,Attchd,1939,RFn,1,205,Gd,TA,Y,0,4,0,0,0,0,,,,0,1,2008,WD ,Normal,534452060,1301 RIDGEWOOD AVE 1303,42.034683,-93.627695
532476050,2646,260000,80,RL,100,14330,Pave,,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023,BLQ,497,228,1748,GasA,Gd,Y,SBrkr,2151,495,0,1,2,2,0,3,1,Gd,9,Mod,4,TA,Attchd,1974,RFn,2,550,TA,TA,Y,641,100,0,0,0,800,Gd,GdPrv,,0,1,2006,WD ,Normal,532476050,1601 AMHERST DR,42.037211,-93.660602
909428110,1336,157000,190,RL,90,15750,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,324,1165,GasA,TA,Y,SBrkr,1336,0,0,1,0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953,Unf,1,375,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD ,Normal,909428110,2004 MCCARTHY RD,42.0134524,-93.6396547
528170040,2728,437154,60,RL,56,20431,Pave,,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,0,438,1848,GasA,Ex,Y,SBrkr,1848,880,0,1,0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,2006,Fin,3,706,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,New,Partial,528170040,3108 ROXBORO DR,42.05852329,-93.65218318
533110130,2417,260000,60,RL,121,16059,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,,,,0,4,2006,WD ,Normal,533110130,2503 RIDGETOP RD,42.04575486,-93.65392101
921205030,2028,369900,20,RL,88,11443,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,0,408,1868,GasA,Ex,Y,SBrkr,2028,0,0,1,0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005,RFn,3,880,TA,TA,Y,326,66,0,0,0,0,,,,0,3,2006,New,Partial,921205030,2406 COTTONWOOD RD,41.993253,-93.64787322
923203090,1216,164000,120,RM,32,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,1216,GasA,Ex,Y,SBrkr,1216,0,0,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998,Unf,2,402,TA,TA,Y,0,125,0,0,0,0,,,,0,5,2006,WD ,Normal,923203090,3318 EMERALD DR,41.99306538,-93.60816368
535104120,1453,187500,20,RL,92,10573,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3,TA,TA,CBlock,TA,TA,No,Rec,1312,Unf,0,141,1453,GasA,Ex,Y,SBrkr,1453,0,0,1,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1961,RFn,2,530,TA,TA,Y,0,49,0,0,288,0,,GdPrv,,0,4,2009,WD ,Normal,535104120,510 LUTHER DR,42.04818346,-93.61800109
528366070,2202,263000,60,RL,88,11762,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309,Gd,TA,PConc,Ex,TA,No,GLQ,335,Unf,0,770,1105,GasA,Ex,Y,SBrkr,1105,1097,0,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992,RFn,2,517,TA,TA,Y,0,65,0,0,144,0,,,,0,9,2007,WD ,Normal,528366070,3108 SYCAMORE RD,42.04950416,-93.6531184
902205010,612,45000,30,RM,50,5925,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,,,,,0,,0,0,0,GasA,Fa,N,FuseA,612,0,0,0,0,1,0,1,1,TA,4,Typ,0,,Detchd,1965,Unf,1,308,TA,Fa,N,0,0,25,0,0,0,,,,0,10,2009,WD ,Normal,,,,
923204040,1200,173000,85,RL,150,14137,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,TA,TA,CBlock,Gd,TA,Av,ALQ,865,LwQ,247,88,1200,GasA,Gd,Y,SBrkr,1200,0,0,1,0,1,0,3,1,TA,6,Typ,0,,2Types,1964,Fin,3,850,TA,TA,Y,0,119,0,0,171,0,,,,0,11,2008,ConLD,Normal,923204040,428 JEWEL DR,41.993176,-93.60623276
535378080,1281,128500,50,RL,60,10284,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1925,1993,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,1030,LwQ,66,55,1151,GasA,Ex,Y,SBrkr,845,436,0,1,0,2,0,1,1,TA,6,Mod,0,,Detchd,1978,Unf,2,580,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD ,Abnorml,535378080,1400 BURNETT AVE,42.035826,-93.615429
533251130,1432,194000,80,RL,,16157,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,Y,SBrkr,1432,0,0,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,,,,0,6,2007,WD ,Normal,533251130,2804 PINEHURST CIR,42.04475585,-93.64596876
528235130,1414,178000,60,RL,74,9056,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,707,707,GasA,Ex,Y,SBrkr,707,707,0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,2,403,TA,TA,Y,100,35,0,0,0,0,,,,0,10,2006,WD ,Normal,528235130,3838 WELBECK DR,42.0602303,-93.6439316
903226130,1324,128000,50,RM,50,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,Y,SBrkr,757,567,0,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1936,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD ,Normal,903226130,1210 CURTISS AVE,42.03350433,-93.62453204
903235020,616,89000,30,RM,50,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,0,616,GasA,Gd,Y,SBrkr,616,0,0,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1921,Unf,1,205,TA,TA,Y,0,0,129,0,0,0,,,,0,6,2006,WD ,Normal,903235020,1018 10TH ST,42.03118541,-93.62385053
527425110,864,130000,20,RL,60,9000,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,240,Unf,0,624,864,GasA,Gd,Y,SBrkr,864,0,0,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1986,Unf,2,576,TA,TA,Y,200,0,0,0,0,0,,GdWo,,0,7,2009,WD ,Normal,527425110,804 TOP O HOLLOW RD,42.05661415,-93.62229844
902327070,2007,160000,70,RM,70,8400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0,Unf,0,917,917,GasA,Gd,Y,FuseA,1090,917,0,0,0,2,0,3,1,Ex,8,Typ,0,,Detchd,1930,Unf,1,357,TA,TA,Y,0,235,0,0,0,0,,,,0,6,2009,WD ,Normal,902327070,803 DUFF AVE,42.02912002,-93.61062325
903425270,1316,90000,50,RL,60,8550,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,750,750,GasA,TA,Y,SBrkr,960,356,0,0,0,1,0,4,1,TA,7,Typ,0,,Detchd,1965,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,ConLw,Family,903425270,616 RIDGEWOOD AVE,42.02743925,-93.62515039
534127230,1740,150000,20,RL,85,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,301,Unf,0,1439,1740,GasA,Fa,Y,SBrkr,1740,0,0,0,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1968,RFn,2,512,TA,TA,Y,25,0,0,0,192,0,,GdWo,,0,10,2008,WD ,Family,534127230,2729 CLEVELAND DR,42.04894546,-93.63454247
914478100,1026,143000,85,RL,82,8410,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,924,Unf,0,46,970,GasA,TA,Y,SBrkr,1026,0,0,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1974,Unf,2,528,TA,TA,Y,193,0,0,0,0,0,,,,0,4,2007,WD ,Normal,914478100,700 DIAMOND CT,41.994432,-93.601624
535301150,1050,156000,20,RL,70,8092,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,TA,Gd,CBlock,TA,TA,No,ALQ,824,Unf,0,226,1050,GasA,Ex,Y,SBrkr,1050,0,0,1,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1954,RFn,1,286,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD ,Abnorml,535301150,1904 WILSON AVE,42.0408592,-93.61844169
903225150,765,87000,30,RM,50,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,188,Unf,0,577,765,GasA,TA,N,FuseF,765,0,0,1,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1926,Unf,1,200,Fa,TA,P,135,0,41,0,0,0,,MnPrv,,0,4,2010,WD ,Normal,903225150,1226 NORTHWESTERN AVE,42.03367965,-93.62555794
527402220,1002,148500,20,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1973,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD ,Normal,527402220,3316 GARNER AVE,42.05470833,-93.62648086
904351240,1112,63000,50,RL,60,9780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,585,585,GasA,TA,N,FuseA,687,425,0,1,0,2,0,4,1,TA,6,Typ,0,,Detchd,1934,Unf,1,226,Po,Po,N,0,0,0,0,0,0,,,,0,3,2009,WD ,Normal,904351240,122 HOWARD AVE,42.02304641,-93.65834769
535452090,1041,128000,20,RL,71,7350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1041,1041,GasA,Gd,Y,SBrkr,1041,0,0,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1958,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,3,2009,WD ,Normal,535452090,1425 MAXWELL AVE,42.03611175,-93.60694141
528108020,2042,253293,20,RL,98,12704,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009,RFn,3,1390,TA,TA,Y,0,90,0,0,0,0,,,,0,8,2009,New,Partial,528108020,3122 SEDWICK ST,42.06298561,-93.65415518
528427070,1933,214000,60,RL,86,14598,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,GasA,Ex,Y,SBrkr,894,1039,0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007,Fin,3,668,TA,TA,Y,100,18,0,0,0,0,,,,0,1,2008,WD ,Normal,528427070,3317 CULLEN DR,42.05534984,-93.64419922
902125020,1750,124000,70,RM,50,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,636,636,GasA,TA,Y,FuseA,1089,661,0,0,0,1,0,3,1,Ex,8,Typ,0,,Detchd,1937,Unf,1,240,Fa,Po,N,0,0,293,0,0,0,,MnPrv,,0,6,2006,WD ,Abnorml,902125020,1229 KELLOGG AVE,42.03367571,-93.61405286
910201050,1601,129850,50,RM,50,7288,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,BrkTil,TA,Po,No,Unf,0,Unf,0,936,936,GasA,Ex,Y,SBrkr,936,665,0,0,0,2,0,3,1,TA,6,Typ,0,,,,,0,0,,,N,0,0,0,176,0,0,,,,0,9,2007,WD ,Normal,910201050,1212 LINCOLN WAY,42.02278814,-93.62710916
527425090,864,115000,20,RL,70,10500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,GasA,TA,Y,SBrkr,864,0,0,0,0,1,0,3,1,TA,5,Typ,1,Po,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,4,2010,ConLI,Normal,527425090,808 TOP O HOLLOW RD,42.05661342,-93.62231983
909277100,964,163500,30,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1921,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,,,,0,8,2009,WD ,Normal,909277100,2011 KILDEE ST,42.01764716,-93.63973588
531452070,1332,145000,120,RL,50,7175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1332,1332,GasA,Gd,Y,SBrkr,1332,0,0,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1990,RFn,2,542,TA,TA,Y,0,60,0,0,0,0,,,,0,2,2009,WD ,Normal,531452070,1408 INDIANA AVE,42.03552981,-93.68623305
528387050,2127,271000,60,RL,81,10944,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448,Gd,TA,PConc,Gd,TA,No,GLQ,1000,Unf,0,223,1223,GasA,Ex,Y,SBrkr,1223,904,0,1,0,2,1,3,1,Gd,5,Typ,2,TA,Attchd,1994,RFn,2,525,TA,TA,Y,171,132,0,0,0,0,,,,0,8,2008,WD ,Normal,528387050,3015 VALLEY VIEW RD,42.05055927,-93.65166037
905480240,1111,95000,50,RL,60,9084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,0,616,GasA,TA,N,SBrkr,616,495,0,0,1,1,0,3,1,TA,5,Typ,0,,Detchd,1941,Unf,1,200,TA,Fa,Y,48,0,0,0,0,0,,,,0,3,2008,ConLw,Normal,905480240,3121 LINCOLN WAY,42.0228406,-93.66017316
535476350,1395,192000,20,RL,80,9760,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218,TA,TA,CBlock,TA,TA,Gd,BLQ,717,LwQ,263,415,1395,GasA,TA,Y,SBrkr,1395,0,0,1,0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1963,RFn,2,440,TA,TA,Y,657,0,113,0,240,0,,,,0,5,2010,WD ,Normal,535476350,1522 LINDEN DR,42.03684461,-93.60480541
527258010,1856,394432,20,RL,88,11394,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,GasA,Ex,Y,SBrkr,1856,0,0,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010,Fin,3,834,TA,TA,Y,113,0,0,0,0,0,,,,0,6,2010,New,Partial,527258010,1316 KINYON CIR,42.05884044,-93.62911087
906394060,1596,181000,60,RL,78,9316,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,532,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,784,784,GasA,Ex,Y,SBrkr,784,812,0,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005,RFn,2,610,TA,TA,Y,144,45,0,0,0,0,,,,0,6,2006,WD ,Normal,906394060,112 HARTFORD DR,42.02316164,-93.688895
909282030,3447,381000,50,RL,,14100,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,GasA,Ex,Y,SBrkr,1968,1479,0,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982,Unf,3,1014,TA,TA,Y,314,12,0,0,0,0,,GdWo,,0,5,2008,WD ,Normal,909282030,2116 COUNTRY CLUB BLVD,42.01642751,-93.64266574
905225040,1601,140000,80,RL,85,13825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1021,580,0,0,1,1,0,3,1,TA,6,Min2,0,,BuiltIn,1958,RFn,1,300,TA,TA,Y,280,34,0,0,0,0,,,,0,12,2008,WD ,Normal,905225040,1239 WISCONSIN AVE,42.03378981,-93.66217073
908275130,1200,130500,50,RL,70,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,768,432,0,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1946,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,908275130,234 S FRANKLIN AVE,42.0197906,-93.664509
527226040,1424,155000,190,RL,195,41600,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1047,Unf,0,53,1100,GasW,TA,Y,SBrkr,1424,0,0,1,0,1,1,3,1,TA,7,Mod,0,,2Types,1969,Unf,3,828,TA,TA,N,144,0,0,0,0,0,,,,0,11,2007,WD ,Normal,527226040,4014 DAWES DR,42.06022015,-93.62295726
