,BedroomAbvGr,HeatingQC,CentralAir,HouseStyle,2ndFlrSF,1stFlrSF,KitchenAbvGr,KitchenQual,GarageCars,GarageArea,OverallCond,Street,dist_to_ISU,Latitude,Longitude,TotalFullBath,TotalHalfBath
572,4,Ex,Y,2,908,1531,1,Gd,2.0,560.0,5,Pave,3002.313158676264,42.01887521,-93.68128599,3.0,1.0
573,4,Gd,Y,1,0,1700,1,Gd,2.0,447.0,5,Pave,2990.751602641385,42.04291583,-93.61760893,1.0,2.0
574,4,Ex,Y,2,1323,1203,1,Gd,3.0,844.0,5,Pave,2627.227113363851,42.04969847,-93.6537902,3.0,1.0
575,2,TA,Y,1,0,919,1,TA,1.0,195.0,8,Pave,1561.949398097874,42.02253369,-93.62844153,2.0,0.0
576,3,Gd,Y,1,0,1040,1,TA,2.0,499.0,6,Pave,5104.409404390777,41.9924924,-93.60530084,1.0,0.0
577,5,Gd,Y,2,1523,1699,1,Gd,3.0,594.0,5,Pave,3051.8537003647243,42.03003917,-93.68317421,4.0,0.0
578,2,Ex,Y,1,0,1978,1,Ex,3.0,920.0,5,Pave,3753.848164950234,41.99309037,-93.65077168,3.0,0.0
579,2,Fa,N,1,0,789,1,TA,1.0,200.0,5,Pave,962.8102215110697,42.01804635,-93.64690039,1.0,0.0
580,2,TA,N,1,0,784,1,TA,0.0,0.0,5,Pave,1475.965677344131,42.02011791,-93.66201652,2.0,0.0
581,3,Ex,Y,1,0,1838,1,Gd,2.0,524.0,5,Pave,3562.372831644014,42.02587218,-93.68961371,3.0,0.0
582,3,Fa,Y,1,0,1128,1,TA,2.0,480.0,6,Grvl,3511.7756921030023,42.05659525,-93.63278757,2.0,0.0
583,3,Ex,Y,2,858,858,1,Gd,2.0,615.0,5,Pave,2767.3200329412166,42.05142302,-93.64265837,2.0,1.0
584,2,Ex,Y,1,0,2364,1,Ex,3.0,820.0,5,Pave,3827.276618717683,42.060462,-93.655516,3.0,1.0
585,4,Ex,Y,1,767,983,1,TA,1.0,423.0,7,Pave,5480.588845818199,41.986498,-93.608125,3.0,0.0
586,3,TA,N,2,596,596,1,TA,1.0,189.0,5,Pave,1842.6602122487416,42.02147753,-93.62532922,1.0,0.0
587,4,TA,Y,2,918,902,1,Gd,2.0,492.0,6,Pave,3492.399734929884,42.04892891,-93.61662459,1.0,2.0
588,3,Ex,Y,2,748,846,1,Gd,2.0,434.0,5,Pave,3853.1910168875556,42.06122452,-93.64249213,2.0,1.0
589,6,TA,Y,2,1120,1120,2,TA,2.0,528.0,5,Pave,2727.839002252027,42.03128738,-93.67894362,2.0,0.0
590,2,Ex,Y,1,0,827,1,TA,1.0,392.0,7,Pave,3200.574716759976,42.03836986,-93.61107609,1.0,0.0
591,3,Ex,Y,1,0,1369,1,Gd,2.0,605.0,6,Pave,3101.067125787337,42.05453381,-93.644148,2.0,0.0
592,3,Ex,Y,2,919,955,1,Gd,3.0,880.0,5,Pave,3058.13481712192,42.054149,-93.644192,3.0,1.0
593,2,Gd,Y,1,0,960,1,TA,1.0,330.0,5,Pave,2427.5887986300286,42.03841084,-93.62169386,2.0,0.0
594,2,Ex,Y,1,0,1204,1,TA,2.0,412.0,5,Pave,4904.566612741686,41.99302303,-93.60816449,3.0,0.0
595,5,TA,Y,2,1392,1392,1,Gd,2.0,564.0,5,Pave,2749.17266575116,42.05050177,-93.63749315,4.0,1.0
596,2,Ex,Y,1,0,1714,1,Gd,2.0,517.0,5,Pave,3719.1458826759244,42.05778269,-93.6298676,3.0,0.0
597,3,Ex,Y,1,0,1530,1,Gd,2.0,430.0,5,Pave,3758.887864514228,42.05809588,-93.62962575,3.0,0.0
598,1,TA,Y,1,0,788,1,Gd,2.0,484.0,5,Pave,1819.354615257779,42.04292844,-93.64930738,2.0,0.0
599,3,Gd,Y,1,0,1073,1,TA,1.0,270.0,5,Pave,2349.8843401302674,42.03166457,-93.67415414,1.0,0.0
600,3,Ex,Y,1,0,1114,1,Gd,2.0,576.0,5,Pave,3921.36261798658,42.03789479,-93.69152303,1.0,1.0
601,2,Gd,Y,1,445,865,1,TA,1.0,398.0,6,Pave,2666.96644419857,42.03459238,-93.61600824,2.0,0.0
602,3,Ex,Y,1,0,1479,1,Gd,2.0,558.0,5,Pave,3899.786680358991,42.01631702,-93.69159319,3.0,0.0
603,3,Ex,Y,1,0,1808,1,Ex,3.0,850.0,5,Pave,3911.970809157294,42.06162467,-93.65221049,3.0,0.0
604,2,Ex,Y,1,0,864,1,TA,0.0,0.0,8,Pave,1165.810480666287,42.02185525,-93.65901632,1.0,0.0
605,2,Ex,Y,1,0,1468,1,Gd,2.0,528.0,5,Pave,2769.1711229497805,42.05142825,-93.64252609,3.0,0.0
606,3,Ex,Y,1,0,1746,1,Ex,3.0,758.0,5,Pave,4126.681619489716,42.0629798,-93.63597536,3.0,0.0
607,4,Ex,Y,2,728,1288,1,TA,2.0,576.0,7,Pave,2818.773375686521,42.03240486,-93.679752,1.0,0.0
608,3,Ex,Y,1,0,1482,1,TA,2.0,609.0,4,Pave,1635.8634106513314,42.01773114,-93.66219771,2.0,1.0
609,3,Ex,Y,1,0,1141,1,TA,2.0,484.0,5,Pave,3910.2167354553535,42.03788098,-93.69138693,1.0,1.0
610,3,Gd,Y,2,844,1095,1,Gd,3.0,1053.0,5,Pave,2854.394366007869,42.05218587,-93.64236548,2.0,1.0
611,3,TA,Y,1,0,894,1,TA,2.0,440.0,5,Pave,2481.7435021368547,42.02890321,-93.67639936,2.0,0.0
612,3,TA,Y,1,0,894,1,TA,2.0,552.0,7,Pave,3093.4364791455587,42.021766,-93.683356,2.0,0.0
613,4,TA,N,1,472,720,1,TA,0.0,0.0,4,Pave,3154.275320234564,42.03578971,-93.61032329,1.0,1.0
614,2,Ex,Y,1,0,1844,1,Gd,2.0,620.0,5,Pave,3832.2275420690407,42.03547816,-93.69136835,3.0,0.0
615,4,Ex,Y,1,0,2338,1,Gd,3.0,1110.0,5,Pave,4152.440362347663,42.06084661,-93.62614209,3.0,1.0
616,3,Gd,Y,1,0,1314,1,Gd,2.0,440.0,5,Pave,3523.4132779392594,42.02320308,-93.688895,2.0,0.0
617,2,Ex,Y,1,0,1419,1,Gd,2.0,567.0,6,Pave,3731.247624221967,42.05789537,-93.62985262,3.0,0.0
618,4,TA,Y,1,0,1656,2,TA,2.0,506.0,5,Pave,2481.790877291038,42.04553058,-93.63036796,2.0,0.0
619,4,TA,Y,1,0,1921,2,TA,2.0,576.0,5,Pave,1156.3994597228682,42.034476,-93.655797,2.0,0.0
620,3,Ex,Y,1,0,1212,1,Gd,2.0,460.0,5,Pave,1624.9172169694452,42.02515574,-93.66606191,2.0,0.0
621,3,Gd,Y,1,0,1602,1,Gd,2.0,529.0,7,Pave,3335.291590513765,42.05528206,-93.63425012,2.0,1.0
622,3,Gd,Y,1,564,686,1,Fa,1.0,280.0,7,Pave,1004.2447938530843,42.02208263,-93.65694857,1.0,2.0
623,2,Ex,Y,1,0,1189,1,TA,2.0,392.0,5,Pave,4909.898676978716,41.99295949,-93.60816572,3.0,0.0
624,6,Ex,Y,2,1619,1168,2,TA,4.0,820.0,5,Pave,2713.0051735458655,42.0305386,-93.67893733,6.0,2.0
625,3,Ex,Y,2,728,728,1,Gd,2.0,390.0,5,Pave,3936.135657915955,42.06209266,-93.64563282,2.0,1.0
626,3,Ex,Y,1,0,1651,1,Gd,3.0,870.0,5,Pave,3643.053124370635,42.02539048,-93.69056946,2.0,0.0
627,2,Ex,Y,1,0,1511,1,Gd,2.0,398.0,5,Pave,4089.0150170641155,42.06317689,-93.64022441,3.0,0.0
628,3,Ex,Y,1,0,1144,1,TA,1.0,264.0,6,Pave,2400.0403813984954,42.03470925,-93.67348363,2.0,0.0
629,3,Ex,Y,1,0,2042,1,Ex,3.0,724.0,5,Pave,3870.983454784088,42.05900058,-93.62901628,3.0,0.0
630,2,TA,Y,1,0,816,1,TA,1.0,210.0,5,Pave,1736.4162038103548,42.02949532,-93.62581691,1.0,0.0
631,3,TA,Y,1,0,1148,1,TA,1.0,672.0,5,Pave,3484.1126205001087,42.03720335,-93.60675628,2.0,0.0
632,3,Ex,Y,2,482,1454,1,Gd,2.0,504.0,5,Pave,3746.039100272752,42.06017646,-93.64141309,2.0,1.0
633,2,Gd,Y,1,0,1050,1,TA,1.0,338.0,6,Pave,2165.1817624596906,42.0373858,-93.62458487,1.0,0.0
634,3,Gd,N,2,765,840,2,TA,1.0,379.0,6,Pave,2782.31886880622,42.03339741,-93.61404278,2.0,0.0
635,4,Ex,Y,2,1315,1540,1,Ex,3.0,774.0,5,Pave,3260.078224928165,42.055592,-93.65320985,3.0,1.0
636,2,Ex,Y,1,0,1296,1,Gd,2.0,471.0,5,Pave,3376.323195839083,41.99633697,-93.64682732,3.0,0.0
637,3,Gd,Y,1,0,1086,1,TA,2.0,490.0,7,Pave,2610.041091014547,42.03824286,-93.61898337,2.0,0.0
638,3,TA,Y,1,0,1176,1,TA,1.0,303.0,6,Pave,1504.657378616961,42.03387027,-93.66194959,2.0,0.0
639,2,Ex,Y,1,0,1218,1,Gd,2.0,462.0,5,Pave,2736.363168702737,42.05122209,-93.64372242,3.0,0.0
640,2,Ex,Y,1,0,1500,1,Gd,3.0,648.0,5,Pave,4056.315374317828,42.06299545,-93.64157417,3.0,0.0
641,3,TA,Y,2,601,855,1,Gd,2.0,440.0,6,Pave,3155.104621933626,42.05068821,-93.62609425,2.0,1.0
642,4,Gd,Y,2,0,1427,1,TA,2.0,516.0,6,Pave,2648.8661849906803,42.04886394,-93.63474362,2.0,1.0
643,2,TA,Y,1,0,918,1,TA,1.0,264.0,5,Pave,3399.9874473117875,42.03470499,-93.6862293,2.0,0.0
644,1,TA,N,1,0,480,1,TA,1.0,308.0,3,Pave,2754.590599897031,42.01910027,-93.6147611,1.0,0.0
645,3,Ex,Y,2,730,1014,1,Gd,2.0,457.0,7,Pave,3459.362852957138,42.03651955,-93.68624346,2.0,1.0
646,4,TA,N,2,797,830,2,TA,2.0,420.0,5,Pave,2329.9848755991857,42.02912143,-93.61848014,2.0,0.0
647,3,Ex,Y,2,645,1152,1,Gd,2.0,616.0,5,Pave,5659.409734030994,41.98920288,-93.60018413,3.0,1.0
649,3,Ex,Y,1,0,1506,1,Gd,2.0,672.0,5,Pave,2969.1078210150545,42.05322339,-93.64235044,3.0,0.0
650,3,TA,Y,2,0,1117,1,TA,2.0,542.0,6,Pave,2528.7913185225093,42.01901088,-93.67531049,2.0,0.0
651,2,Ex,Y,1,0,1987,1,Gd,2.0,691.0,5,Pave,2560.845989536061,42.04946678,-93.65117696,3.0,0.0
652,2,Gd,Y,2,0,884,1,Gd,2.0,504.0,7,Pave,3349.1606537281446,42.0356349,-93.6852247,2.0,0.0
653,3,Gd,Y,1,0,1721,1,TA,2.0,626.0,3,Pave,1367.7286564166416,42.03266153,-93.66098448,3.0,0.0
654,3,Ex,Y,1,0,1142,1,Gd,0.0,0.0,5,Pave,3978.050024787957,42.03780587,-93.69228548,1.0,1.0
655,2,Gd,Y,2,504,483,1,TA,1.0,352.0,6,Pave,3186.662163669241,42.05146405,-93.6270791,1.0,1.0
656,2,TA,Y,1,0,1344,1,TA,1.0,484.0,5,Pave,2684.6263826974214,42.04467577,-93.62479947,2.0,0.0
657,2,TA,Y,1,0,1055,1,TA,2.0,440.0,5,Pave,3154.118672796443,42.05068775,-93.62611563,2.0,1.0
658,3,Ex,Y,1,0,1434,1,Gd,2.0,527.0,5,Pave,3674.1769149265347,42.03698945,-93.68877371,2.0,0.0
659,4,Ex,Y,2,1215,1280,1,Gd,2.0,660.0,5,Pave,1987.9807015232714,42.04313244,-93.63701692,3.0,1.0
661,5,TA,Y,2,1040,1040,1,Fa,2.0,504.0,5,Pave,3668.706341474836,42.03893267,-93.60524587,1.0,3.0
662,3,TA,Y,1,0,1092,1,TA,1.0,288.0,5,Pave,1832.6428535037412,42.0334355,-93.66675086,1.0,1.0
663,3,Ex,Y,2,698,698,1,TA,1.0,384.0,7,Pave,1766.0919003206534,42.027622,-93.62515445,1.0,0.0
664,3,TA,Y,1,0,1126,1,Ex,2.0,540.0,6,Pave,3333.9573511265285,42.05527672,-93.63428083,2.0,1.0
665,2,Ex,Y,2,664,768,1,TA,2.0,360.0,7,Pave,2519.7691859760203,42.03234869,-93.61695569,2.0,0.0
666,3,Ex,Y,2,981,1026,1,Ex,3.0,812.0,5,Pave,2872.3659850370123,42.0523611,-93.64250794,3.0,1.0
667,2,Ex,Y,1,0,1112,1,TA,1.0,390.0,6,Pave,1319.5117840665512,42.01604345,-93.63947253,2.0,0.0
668,4,TA,Y,2,1315,825,1,TA,2.0,549.0,6,Pave,2110.5122117460082,42.03990752,-93.62814764,2.0,1.0
669,2,Ex,Y,1,0,1456,1,Gd,2.0,400.0,5,Pave,4104.442255409067,42.06333264,-93.64039483,2.0,0.0
670,2,TA,Y,1,430,698,1,TA,2.0,528.0,4,Pave,2649.4711602792613,42.02136264,-93.6152402,1.0,0.0
671,2,TA,Y,1,0,1180,1,TA,2.0,477.0,5,Pave,3563.57548973018,42.05519774,-93.62675858,1.0,1.0
672,3,TA,Y,2,0,1096,1,TA,1.0,352.0,6,Pave,2491.2793405941147,42.02017886,-93.67535371,2.0,0.0
673,2,Ex,Y,1,0,1652,1,Ex,2.0,499.0,5,Pave,4178.574742231899,42.06318468,-93.63437803,3.0,0.0
674,2,Ex,Y,1,0,1838,1,Ex,3.0,765.0,5,Pave,3486.21091698421,41.99535006,-93.64701199,3.0,0.0
676,2,Ex,Y,1,0,1352,1,Gd,2.0,466.0,5,Pave,2336.4909302146684,42.04771202,-93.64670428,3.0,0.0
678,4,Ex,Y,2,780,1088,1,Gd,2.0,484.0,7,Pave,2925.3132387152596,42.051508,-93.63471,3.0,1.0
679,4,TA,Y,2,813,983,1,TA,2.0,483.0,5,Pave,3609.373611210242,42.03693412,-93.60502795,2.0,1.0
681,3,Fa,Y,1,0,1360,1,TA,1.0,336.0,5,Pave,4801.5948378498,41.9934958,-93.6093452,2.0,0.0
682,2,Ex,Y,1,0,1780,1,Ex,3.0,816.0,5,Pave,3740.2542970179857,42.05971047,-93.65520071,3.0,0.0
684,2,TA,Y,2,0,1287,1,TA,2.0,541.0,7,Pave,4808.512920572907,41.99707943,-93.60409578,2.0,1.0
685,4,Ex,Y,2,550,925,1,TA,1.0,336.0,6,Pave,5343.810212789779,41.99058306,-93.6038323,2.0,0.0
686,3,Ex,Y,2,512,1700,1,Gd,3.0,773.0,5,Pave,4108.116366045798,42.062807,-93.635963,3.0,1.0
687,4,Ex,Y,2,886,1580,1,Gd,2.0,610.0,5,Pave,2765.8295356735857,42.05105826,-93.63971725,3.0,0.0
688,3,Gd,Y,1,0,1484,1,TA,2.0,487.0,6,Pave,2826.6613664315337,42.0507044,-93.6352344,2.0,0.0
689,1,Fa,N,1,0,520,1,Fa,1.0,240.0,6,Pave,1867.0363956606723,42.03046517,-93.62447143,1.0,0.0
690,3,Ex,Y,1,546,728,1,TA,1.0,224.0,7,Pave,1951.5753593336294,42.03356512,-93.62475427,2.0,0.0
691,1,Ex,Y,1,0,1508,1,Gd,2.0,572.0,5,Pave,1359.5279459942808,42.02407499,-93.66257517,2.0,0.0
692,3,TA,Y,1,208,950,1,TA,1.0,208.0,7,Pave,2043.2014550687234,42.03343398,-93.62348343,1.0,0.0
693,3,TA,Y,1,0,1092,1,TA,1.0,264.0,5,Pave,2648.3381339382036,42.02086616,-93.67758436,1.0,0.0
694,2,Gd,Y,1,0,894,1,TA,2.0,396.0,7,Pave,2654.6455204421777,42.04315755,-93.62321487,2.0,0.0
695,3,Ex,Y,1,0,864,1,TA,1.0,336.0,8,Pave,3249.967832172828,42.01978695,-93.68472771,2.0,0.0
697,3,TA,Y,2,546,546,1,TA,1.0,253.0,4,Pave,5235.44867300125,41.99226167,-93.60328933,1.0,1.0
698,3,Ex,Y,1,0,1501,1,Gd,2.0,577.0,5,Pave,3805.9857834361733,42.01743548,-93.69085451,3.0,0.0
699,3,Ex,Y,1,0,1445,1,Gd,2.0,470.0,5,Pave,3521.675135112646,42.0139193,-93.68550604,2.0,0.0
700,2,TA,Y,1,0,825,1,TA,1.0,350.0,7,Pave,3325.5577353972894,42.03486839,-93.60776692,1.0,1.0
701,3,Ex,Y,2,846,1058,1,Ex,2.0,736.0,5,Pave,3904.733633027171,42.06173827,-93.64335322,3.0,1.0
702,3,Ex,Y,1,0,1418,1,Gd,2.0,558.0,5,Pave,3771.230303752412,42.01849162,-93.69079672,3.0,0.0
703,3,Gd,Y,1,0,1327,1,Gd,2.0,624.0,6,Pave,2513.1116925252077,42.04128712,-93.62325761,2.0,0.0
704,3,Ex,Y,1,0,912,1,Gd,1.0,315.0,7,Pave,2017.9776671470702,42.03441535,-93.66861455,2.0,0.0
705,2,Ex,Y,1,0,1266,1,Gd,2.0,388.0,5,Pave,4086.195152889429,42.06330816,-93.64218656,2.0,0.0
706,3,Ex,Y,2,0,904,1,Gd,3.0,912.0,8,Pave,2641.2395603915024,42.02944706,-93.67826268,1.0,0.0
707,1,Gd,Y,1,0,1235,1,TA,2.0,484.0,5,Pave,1797.9207635719174,42.04273317,-93.64931675,2.0,0.0
708,3,Fa,Y,2,546,546,1,TA,1.0,286.0,5,Pave,5376.124716441978,41.99172279,-93.60157703,1.0,1.0
709,3,TA,Y,2,660,735,1,TA,2.0,497.0,6,Pave,2626.1039801031416,42.04790075,-93.63248837,1.0,2.0
710,2,TA,Y,1,0,1088,1,TA,2.0,520.0,6,Pave,2529.65108682282,42.02110648,-93.67618415,1.0,0.0
711,3,Ex,Y,2,941,871,1,Gd,2.0,478.0,5,Pave,3866.449566695991,42.03601453,-93.69160231,2.0,1.0
712,3,TA,Y,1,0,1081,1,TA,1.0,401.0,6,Pave,3581.170343701385,42.04003007,-93.6070279,2.0,0.0
713,4,Ex,Y,2,1371,1102,1,Gd,3.0,675.0,5,Pave,4023.343546508488,42.06052267,-93.62919155,2.0,1.0
714,3,TA,Y,2,688,616,1,TA,1.0,336.0,6,Pave,5287.618806955389,41.99100086,-93.6042226,1.0,1.0
715,3,TA,Y,2,546,546,1,TA,0.0,0.0,5,Pave,5276.239628280938,41.9925693,-93.6021357,1.0,1.0
716,2,Gd,N,2,624,624,2,TA,0.0,0.0,7,Pave,3006.940428234721,42.02807471,-93.61014271,2.0,0.0
717,2,Ex,Y,1,0,1364,1,Gd,2.0,484.0,5,Pave,3627.073680406532,42.05925125,-93.64933063,3.0,0.0
718,3,TA,N,1,520,997,1,Fa,0.0,0.0,7,Pave,1555.7298863699023,42.02271847,-93.62844465,2.0,0.0
719,3,Ex,Y,2,778,873,1,TA,2.0,450.0,5,Pave,3584.627754790394,42.05866266,-93.64084552,2.0,1.0
721,3,Gd,Y,1,0,910,1,Gd,2.0,414.0,7,Pave,3371.746261420446,42.03818257,-93.608716,1.0,0.0
722,3,Ex,Y,2,804,769,1,Gd,2.0,440.0,5,Pave,2163.5681184981495,42.04615058,-93.64580463,2.0,1.0
723,3,TA,Y,1,0,1215,1,TA,1.0,297.0,7,Pave,3353.6311433993233,42.04484298,-93.61406196,1.0,0.0
725,3,TA,Y,1,0,912,1,TA,1.0,336.0,5,Pave,2641.694937897697,42.02996191,-93.67817999,1.0,0.0
726,3,Ex,Y,1,0,1592,1,Gd,2.0,484.0,5,Pave,2874.6142567734855,42.01847042,-93.67948936,2.0,0.0
727,4,Ex,Y,2,975,933,1,Gd,2.0,493.0,5,Pave,2950.561468144621,42.01785786,-93.68017749,3.0,1.0
728,2,Ex,Y,2,807,909,1,Gd,2.0,512.0,5,Pave,3029.828771581957,42.01784829,-93.68118917,2.0,1.0
729,4,Ex,Y,2,1036,1722,1,Ex,3.0,814.0,5,Pave,3858.689557528429,42.06042751,-93.65749616,2.0,1.0
730,3,Ex,Y,1,0,1787,1,Gd,3.0,748.0,5,Pave,3379.04041749737,42.01777557,-93.6856022,2.0,0.0
731,3,Ex,Y,1,0,899,1,Gd,1.0,288.0,7,Pave,2622.823695078704,42.02992519,-93.67795617,1.0,0.0
732,3,Gd,Y,1,0,1008,1,Gd,1.0,384.0,7,Pave,5094.947613743381,41.993425,-93.604106,1.0,0.0
733,3,Ex,Y,1,0,1743,1,Ex,3.0,927.0,5,Pave,3895.7364397238402,42.06125391,-93.65429293,3.0,0.0
734,3,Ex,Y,1,0,990,1,TA,2.0,480.0,5,Pave,3899.1630519689234,42.01887238,-93.69251181,2.0,0.0
735,3,TA,Y,2,0,999,1,TA,1.0,300.0,5,Pave,3507.345098036109,42.03544311,-93.60569884,2.0,0.0
736,3,Gd,Y,1,0,1104,1,TA,1.0,384.0,5,Pave,3264.490245331665,42.04210734,-93.61285386,2.0,0.0
737,3,Ex,Y,1,0,1041,1,TA,1.0,270.0,6,Pave,2426.8933247202067,42.04122445,-93.62456661,2.0,0.0
738,3,Ex,Y,1,0,1194,1,TA,2.0,539.0,6,Pave,3461.0498729709225,42.03835063,-93.60764076,1.0,1.0
739,3,Ex,Y,2,842,798,1,Gd,2.0,520.0,5,Pave,3844.602453829367,42.03624602,-93.69123943,2.0,1.0
740,3,TA,N,2,668,649,1,TA,1.0,250.0,4,Pave,2522.2678550989576,42.02140363,-93.61680909,1.0,0.0
741,3,TA,N,1,0,943,1,Gd,1.0,308.0,5,Pave,1420.4264516602107,42.02508204,-93.66355789,1.0,0.0
742,3,Ex,Y,1,0,1525,1,Gd,2.0,541.0,5,Pave,3855.5769651258042,42.01816905,-93.69174026,3.0,0.0
743,4,Ex,Y,2,1370,1134,1,Ex,3.0,656.0,5,Pave,4036.3994080435114,42.06055255,-93.62885496,2.0,1.0
744,3,TA,Y,1,560,768,1,TA,1.0,308.0,7,Pave,3200.8984678705283,42.03347424,-93.60883416,1.0,1.0
745,3,TA,Y,2,755,977,1,Gd,2.0,476.0,5,Pave,3319.067315380774,42.03318051,-93.68572631,2.0,1.0
746,3,Ex,Y,2,0,1145,1,TA,2.0,684.0,7,Pave,3132.5180222854588,42.03939308,-93.61263997,1.0,0.0
747,3,Gd,Y,2,729,742,1,TA,2.0,440.0,5,Pave,2270.428416074228,42.047117,-93.646828,2.0,1.0
748,4,TA,Y,2,896,1154,1,Gd,2.0,529.0,6,Pave,2882.4890413787803,42.05183843,-93.63797854,2.0,1.0
749,3,Ex,Y,1,658,1014,1,Gd,1.0,240.0,7,Pave,2027.8012087004913,42.03347296,-93.62370486,1.0,1.0
750,3,Ex,Y,1,0,1404,1,TA,2.0,504.0,5,Pave,4801.5948378498,41.9934958,-93.6093452,2.0,0.0
751,4,Ex,Y,2,1116,1068,1,Gd,2.0,570.0,5,Pave,3435.6587404449283,42.0184906,-93.68659668,2.0,1.0
752,3,Ex,Y,1,0,1980,1,Ex,3.0,770.0,5,Pave,3979.525059984109,42.06133843,-93.65862,3.0,0.0
753,1,Ex,Y,1,0,1241,1,Gd,2.0,569.0,5,Pave,2335.0131858724226,42.04769896,-93.64665562,2.0,1.0
754,3,TA,Y,1,0,1610,1,Gd,2.0,515.0,7,Pave,2644.950425130508,42.04772547,-93.63152308,2.0,0.0
755,3,Ex,Y,2,0,1033,1,TA,2.0,504.0,5,Pave,2362.724000772841,42.0200029,-93.67364531,1.0,1.0
756,4,Ex,Y,1,423,899,1,TA,1.0,280.0,8,Pave,1894.579424719961,42.03153908,-93.62450668,2.0,0.0
757,2,Ex,Y,1,0,1391,1,Gd,2.0,530.0,5,Pave,2313.386195959095,42.04748697,-93.64765888,2.0,0.0
758,2,TA,Y,1,0,1306,1,TA,1.0,756.0,7,Pave,3369.745324584636,42.03914985,-93.60930169,2.0,0.0
759,3,Ex,Y,2,829,831,1,Gd,2.0,493.0,5,Pave,3728.7425657788617,42.01683113,-93.68964,2.0,1.0
760,3,Ex,Y,1,0,1689,1,Gd,3.0,857.0,5,Pave,4618.027913405757,41.99713147,-93.60724906,3.0,0.0
761,2,Gd,Y,1,0,904,1,TA,1.0,180.0,7,Pave,2130.8197083630507,42.03356314,-93.62241286,1.0,0.0
762,3,TA,Y,1,325,793,1,TA,2.0,410.0,7,Pave,2277.916313498064,42.03347219,-93.62047117,2.0,0.0
763,4,TA,Y,1,0,1584,2,TA,3.0,792.0,5,Pave,3259.236580422692,42.04832517,-93.61985953,2.0,0.0
764,2,Gd,Y,1,0,1341,1,Gd,2.0,506.0,5,Pave,3548.214776311241,42.057391,-93.634738,2.0,1.0
765,3,Gd,Y,2,682,707,1,TA,1.0,240.0,8,Pave,2446.1638756469724,42.03028235,-93.61727963,1.0,1.0
766,3,Ex,Y,1,0,1044,1,TA,1.0,207.0,6,Pave,3124.982390931299,42.02727941,-93.60867481,1.0,0.0
767,2,Gd,Y,1,0,1389,1,TA,2.0,418.0,5,Pave,5505.610753162929,41.99121669,-93.60002553,2.0,0.0
768,2,Ex,N,1,0,819,1,Gd,0.0,0.0,4,Pave,1607.6718538006526,42.02510471,-93.62715557,1.0,0.0
769,3,Gd,Y,2,684,916,1,TA,2.0,460.0,5,Pave,3881.6470025703998,42.0607983,-93.6364315,2.0,1.0
770,3,Gd,Y,1,396,684,1,Gd,0.0,0.0,9,Pave,2971.7567207946367,42.03024179,-93.61083833,1.0,0.0
771,3,Ex,Y,1,0,1200,1,Gd,2.0,521.0,5,Pave,3554.839580520521,42.02120045,-93.68889378,3.0,0.0
772,2,TA,Y,1,0,896,1,TA,1.0,730.0,6,Pave,3646.16929039321,42.052806,-93.619783,1.0,0.0
773,2,TA,Y,1,0,793,1,Fa,1.0,240.0,6,Pave,2770.1091926321155,42.03711535,-93.61603243,2.0,0.0
774,2,Ex,Y,2,0,1838,2,TA,3.0,721.0,5,Pave,3033.9464740410926,42.01627236,-93.68043988,4.0,0.0
775,3,Ex,Y,1,0,1563,1,Gd,3.0,758.0,5,Pave,3087.679977011782,42.05431158,-93.6425348,2.0,0.0
776,2,Ex,Y,1,0,1888,1,Gd,2.0,578.0,6,Pave,3517.9380584450673,42.04739544,-93.61428052,2.0,1.0
777,3,Ex,Y,1,556,1112,1,TA,1.0,271.0,8,Pave,2221.7728428730925,42.03598415,-93.62268006,1.0,1.0
778,4,Ex,Y,2,1321,1052,1,Gd,3.0,632.0,5,Pave,3889.3782300510607,42.06162826,-93.64398857,2.0,1.0
779,0,Ex,Y,2,0,936,1,TA,2.0,460.0,5,Pave,4886.824612387929,41.99323482,-93.60816041,2.0,1.0
780,3,Gd,Y,1,0,1329,1,TA,2.0,441.0,6,Pave,3246.6282431855725,42.04410239,-93.61493435,1.0,1.0
781,3,Ex,Y,2,1306,1520,1,Gd,3.0,888.0,5,Pave,2506.2533281367155,42.04859977,-93.65367776,3.0,1.0
782,2,Ex,Y,1,308,709,1,TA,1.0,308.0,7,Pave,2350.2474167696705,42.02932957,-93.61826686,1.0,0.0
783,1,Ex,Y,1,0,1719,1,Gd,2.0,473.0,5,Pave,2001.9125930307257,42.04465757,-93.64823285,3.0,1.0
784,4,Ex,Y,2,1347,1249,1,Gd,3.0,840.0,5,Pave,4040.609141601431,42.06209099,-93.65759867,3.0,1.0
785,3,TA,Y,1,0,1120,1,Fa,2.0,544.0,5,Pave,2096.353098251711,42.03464492,-93.66951757,2.0,1.0
786,3,TA,Y,2,0,1190,1,TA,2.0,540.0,6,Pave,2918.4323714703537,42.04300283,-93.61880679,2.0,0.0
787,4,Ex,Y,2,1100,860,1,Gd,2.0,440.0,5,Pave,3750.042145128536,42.06021326,-93.64141992,3.0,1.0
788,2,Gd,Y,1,0,1179,1,TA,2.0,480.0,5,Pave,3744.5288713792515,42.0598335,-93.6383982,3.0,0.0
789,3,Ex,Y,1,0,990,1,TA,2.0,576.0,5,Pave,3849.3740382629385,42.01907195,-93.69195485,1.0,1.0
